acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,focus_lv, chill_lv,workout_lv,party_lv,pred,id,name
467,0.031,0.589,154667,0.8320000000000001,0.0,1,0.103,-3.429,0,0.0724,160.03,4,0.5379999999999999,0,0,0,0,1,5XVL2UkxzFl5KDUkQRUFro,My Mistake
472,0.0254,0.616,98360,0.598,4.8e-06,5,0.115,-6.688,0,0.0329,165.88,4,0.345,0,0,0,0,1,483ziFAlrCE45oV13o9XcL,OUTSIDE
474,0.0045,0.416,235050,0.847,0.0,7,0.106,-3.542,1,0.0476,120.049,4,0.1169999999999999,0,0,0,0,1,76GKbKyaTonMpyIa9mCXmX,"bad mood, bad year"
475,0.132,0.5920000000000001,170824,0.605,1.59e-05,10,0.11,-7.476,1,0.245,169.924,4,0.43,0,0,0,0,1,3zuRGDCXGIzAp4S8wuOmNm,Gemini
477,0.0246,0.7959999999999999,153893,0.7559999999999999,0.0,4,0.114,-4.165,0,0.0486,130.966,4,0.0512,0,0,0,0,1,6Y0Ltp8emwEl0XgbxxNlwv,Voodoo Walk
479,0.0684,0.7190000000000001,160253,0.492,1.84e-05,7,0.161,-8.53,0,0.0287,199.976,4,0.2739999999999999,0,0,0,0,1,41i4IJmrLoenQAfIT7Bng1,Slave To Perfection
480,0.136,0.513,156526,0.6859999999999999,0.0,7,0.0959,-5.647,1,0.0434,150.232,3,0.23,0,0,0,0,1,6b5aOaVVvaABAorHCbi6dU,Luvmeansdeath
481,0.0128,0.5710000000000001,145633,0.58,0.0,5,0.108,-5.973,1,0.0379,149.127,4,0.0607,0,0,0,0,1,3XKa4VMFriRm30shwMzdrM,Us Ft. Lil Peep & Lil Tracy
482,0.049,0.7070000000000001,160013,0.7120000000000001,0.0,7,0.136,-6.506,0,0.0655,119.9,4,0.248,0,0,0,0,1,4kSIn4O6pWXcW7prq0kO4C,Bones
483,0.0124,0.498,197547,0.885,8.47e-06,7,0.245,-4.636,0,0.0448,129.996,4,0.358,0,1,1,1,1,1eElPFf9odWZwk2i0Ko8xB,CRUSHIN (feat. Travis Barker)
486,0.0506,0.5670000000000001,204656,0.732,1.35e-06,8,0.0999,-4.689,1,0.0913,199.983,4,0.0559999999999999,0,0,0,0,1,4ObbvnZR962uc0km6cSs36,Different
488,0.00997,0.675,230678,0.628,0.0,4,0.0868,-6.165,0,0.0838,179.99200000000002,4,0.511,0,0,0,0,1,5ec34G88JSmAcJxB4MBNSR,Make It Through Fall
489,0.0012,0.622,179815,0.81,1.38e-06,9,0.0952,-7.651,1,0.0368,145.018,4,0.348,0,0,0,0,1,1zv2RyQbPx0mlcYC0XlcR2,Gerard Way
490,0.0278,0.649,229081,0.858,0.0,1,0.0834,-4.953,1,0.16,184.034,4,0.535,0,0,0,0,1,5ZIHOepZSyDkNDqs0zALGk,K.
491,0.236,0.4679999999999999,174545,0.7959999999999999,8.65e-05,1,0.1369999999999999,-4.958,0,0.11,219.804,4,0.193,0,0,0,0,1,12rznBmp8xHknCAggl07Pn,Into the Trees
494,0.0618,0.516,355213,0.6759999999999999,0.0,1,0.3879999999999999,-6.231,0,0.0413,136.02100000000002,4,0.4429999999999999,0,0,0,0,1,75v1p677tO9W1Y95H0CJol,NIGHTRIDER
497,0.145,0.56,185940,0.833,0.0,6,0.104,-5.172000000000001,0,0.0402,145.036,4,0.465,0,0,0,0,1,4art4yZ0GO9ifGTeyDA0zq,In My Feelings
499,0.0822,0.619,169241,0.7440000000000001,0.00551,2,0.151,-6.113,1,0.0347,146.0,4,0.218,0,0,0,0,1,5jJFU8bAzt3LnN5Ao8RSFT,Het
500,0.00483,0.422,154687,0.755,0.0,1,0.0711,-6.8420000000000005,1,0.0551,180.1,4,0.446,0,0,0,0,1,6RomB1xO718qT2XZoJOiRU,LEAVE
503,0.0385,0.5329999999999999,207587,0.638,0.000932,10,0.0758,-9.411,1,0.0636,135.056,4,0.324,0,0,0,0,1,5rYpwP1dHWGVMrSZbTmt3e,Life is Beautiful
504,0.0014199999999999,0.5760000000000001,235907,0.504,1.05e-05,7,0.1119999999999999,-10.556,1,0.0302,129.903,4,0.1689999999999999,0,0,0,0,1,7cc6o0TiaDVvMAwZt5STd5,Houdini
505,0.24,0.7390000000000001,224404,0.775,0.0,1,0.121,-7.572999999999999,1,0.159,122.047,4,0.225,0,0,0,0,1,4bQ9kSO4cwhoYW9fFM7bIA,Valentine Kid
510,0.0735,0.8440000000000001,156081,0.5329999999999999,3.46e-06,1,0.0953,-9.612,1,0.552,140.078,4,0.23,0,1,0,0,1,240audWazVjwvwh7XwfSZE,For the Last Time
512,0.0023,0.527,186197,0.742,0.0,11,0.211,-7.244,0,0.0657,220.216,5,0.295,0,0,0,0,1,6BSY2h1WsiChRBUMVSFEHr,Stupid
513,0.000521,0.8420000000000001,110811,0.7909999999999999,0.0,10,0.0732,-2.698,1,0.26,149.025,4,0.662,0,0,0,0,1,4gB8KsrAQcmbokcfOIs5oF,Han Solo
521,0.0174,0.266,166733,0.508,0.0,7,0.485,-8.324,1,0.0402,158.374,3,0.151,0,0,0,0,1,6pwkQLsPw47RxlQX1lSYCI,Wingriddenangel
524,0.0796,0.655,174455,0.87,0.00185,9,0.337,-5.734,1,0.201,145.981,4,0.4629999999999999,0,0,0,0,1,3RZ3AyJp5G3QT8AAnN5RRg,Sippinteainyohood
526,0.00125,0.434,98952,0.945,0.0003509999999999,4,0.397,-3.86,0,0.107,136.511,4,0.156,0,0,0,0,1,2ThuO96rr4IaevzIdLyi3Z,FUCKKKK! (FUCKISUP)
527,0.0949,0.6459999999999999,168751,0.6559999999999999,0.0,11,0.103,-6.797999999999999,0,0.0743,160.065,4,0.501,0,0,0,0,1,11p2ty4w5GpoFL4vcK0Cru,Name in the Sand
532,0.0249,0.541,253560,0.675,0.0,0,0.0741,-7.682,1,0.0451,139.92600000000002,4,0.119,0,1,1,1,1,1w5dZMSwIM242ymwTv0PAi,Hopes Up (feat. Dashboard Confessional)
534,0.00829,0.346,250267,0.769,0.0,4,0.0815,-7.224,1,0.109,150.589,4,0.163,0,0,0,0,1,4J3FltfCktHfD9iPCneDGy,Kiss
535,0.129,0.831,170349,0.569,2.31e-06,6,0.0969,-7.739,0,0.593,153.918,4,0.518,0,0,0,0,1,39thb503McrgZVPvkuyjHz,Mobile Suit Fang
539,0.0615,0.462,184249,0.7809999999999999,0.0,4,0.1009999999999999,-4.401,1,0.0299,156.994,4,0.2689999999999999,0,0,0,0,1,32sGRkbE4NdRddOrzo7I8S,Every Day
541,0.0552,0.601,106107,0.878,0.0381,4,0.143,-0.71,0,0.1,155.35399999999998,4,0.4629999999999999,0,0,0,0,1,56cX62sUO1IaoAimePyKHo,Siren Sounds
543,0.154,0.588,96618,0.952,8.29e-06,8,0.306,-8.997,1,0.288,204.042,4,0.469,0,0,0,0,1,6qdkZt2XcHu0qaO3KqbEh6,Renegade IV
549,0.223,0.748,156665,0.85,0.0,10,0.362,-4.454,0,0.341,161.852,4,0.508,0,0,0,0,1,2NEfYYsZrpbFZ1JpNs6Jsi,Lizard Teeth 2
551,0.0208,0.605,92000,0.865,0.0,7,0.0504,-3.801,1,0.11,160.14,4,0.347,0,0,0,0,1,53rNGlVqVincIF9bYhO9S3,Shiver
554,0.163,0.601,132187,0.769,0.0,5,0.105,-6.024,0,0.0436,160.001,4,0.288,0,0,0,0,1,2GgeUuvzchp2ODhdNjnDSr,Seven Deadly Sins
556,0.0356,0.6920000000000001,312000,0.795,0.0,2,0.102,-5.862,0,0.0756,119.963,4,0.158,0,0,0,0,1,2BZtlQ9NawYOb83l4KaRLx,Bad Blood 2
557,0.0122,0.845,163016,0.487,3.28e-06,6,0.144,-5.783,1,0.0967,120.004,4,0.0745,0,1,1,1,1,1Fr4EjhkpR4N3fbqYBnGGK,MADONNA (Feat. Kamiyada+)
558,0.00307,0.517,155457,0.932,0.0487,8,0.405,-6.303999999999999,1,0.575,141.129,4,0.166,0,0,0,0,1,28BOncKIWVgcg9DFgldcPe,You're A Lick
559,0.0186,0.7959999999999999,192750,0.674,1.12e-05,2,0.0776,-6.395,1,0.168,160.029,4,0.359,0,1,1,1,1,5Ysq5wZM9uFeH2lKOBVlah,GreyGods (feat. $Uicideboy$)
561,0.0196,0.782,142979,0.6920000000000001,0.0863,5,0.0856,-6.303,1,0.373,187.838,4,0.14,0,0,0,0,1,18khWfihjYxrwGv6JwiO9x,Spas12
565,0.0055299999999999,0.406,192787,0.8390000000000001,0.0,7,0.121,-4.333,1,0.2769999999999999,153.414,5,0.073,1,0,0,0,1,536kodEQi86zhECdQ1FBbf,INSIDIOUS II
566,0.0229,0.85,130920,0.389,0.00268,1,0.0992,-11.286,1,0.489,130.077,4,0.187,0,0,0,0,1,14pHubsfIkKdVsSmXErHlw,MEAN MUGG
567,0.238,0.682,180857,0.8440000000000001,0.0,8,0.0833,-5.291,1,0.303,139.972,4,0.424,0,0,0,0,1,2GrXsl0eHdMud0Owz6bCQc,IWillNeverChange
570,0.176,0.6459999999999999,103404,0.7340000000000001,0.0,1,0.177,-9.199,1,0.17,173.166,5,0.0387,0,0,0,0,1,1lYBuIiOeTtq8I2j6PzXCV,DriftWood
572,0.00757,0.693,146726,0.74,4.2e-06,1,0.361,-6.823,1,0.361,119.985,4,0.0588,0,0,0,0,1,03qxwXWqkqsRLcH0TK00cM,Ump45
574,0.186,0.638,151107,0.946,0.0,10,0.3989999999999999,-3.685,0,0.315,170.03,4,0.583,0,0,0,0,1,07miQb315ezd5obb3PPzQB,Sk8 Head
575,0.00448,0.78,167680,0.748,0.000591,11,0.115,-7.394,0,0.0352,125.974,4,0.0659,0,0,0,0,1,09kvhnq2ONdNo4NRtHBSvv,My Flaws Burn Through My Skin Like Demonic Flames from Hell
578,0.0786,0.461,204069,0.591,0.0,1,0.0565,-6.5520000000000005,1,0.416,148.3,3,0.171,0,0,0,0,1,19LQnvmX2M2ghF04HrxuQ1,Reach
580,0.0475,0.305,154567,0.82,0.00156,8,0.196,-4.988,1,0.114,172.935,4,0.1639999999999999,0,0,0,0,1,7Lg9z2NeAqSmS0rG7HlmJ5,Devil Speaks
582,0.162,0.634,130915,0.685,0.0,10,0.0932,-7.358,0,0.0931,110.152,4,0.0426,0,0,0,0,1,1Lv4ZKZZ1obmP0M3l9p9Cz,Take Me Away
585,0.0042,0.77,135732,0.853,0.0009609999999999,10,0.0936,-3.849,0,0.221,164.037,4,0.615,0,0,0,0,1,0jakaHRU7ubOzJTseh6tJu,Stick Out
586,0.165,0.8759999999999999,165818,0.852,0.0397,9,0.1,-4.695,1,0.0518,220.014,4,0.141,0,0,0,0,1,0LyBn2y1W7Bp9QypXXibju,Florida Thang
596,0.1689999999999999,0.767,230501,0.8540000000000001,0.000529,4,0.175,-4.57,0,0.0675,219.886,4,0.519,0,0,0,0,1,4UYQHTgOlSdaQWfUTAjpop,Void
597,0.0641,0.753,188000,0.826,0.0,0,0.356,-4.894,1,0.233,149.954,4,0.445,0,0,0,0,1,3C3UGD7IoKlYCaT0tDNbFa,CUTTHROAT SMILE
602,0.118,0.5870000000000001,100286,0.992,0.0,0,0.526,-2.756,1,0.8590000000000001,209.612,3,0.409,0,0,0,0,1,4F8UlPvgPOIRplL4Xqm23q,Static
604,0.0012,0.351,182586,0.46,0.00061,7,0.225,-11.674,1,0.0341,179.748,4,0.0446,0,0,0,0,1,6E1ycDlhmqMzaLxi1msK4G,More Than Ever
610,0.000101,0.322,223948,0.596,3.3e-05,4,0.107,-9.292,0,0.098,180.132,4,0.0759,1,2,1,1,1,0p2Eezm7M4ORXpczTTGeqz,Old No. 7 - Feat. G-Eazy
611,0.162,0.605,164232,0.865,1.96e-05,8,0.161,-3.637,1,0.0464,151.99,4,0.4029999999999999,0,0,0,0,1,08odSjX4jSedY3njOWSBOU,Smoke
613,0.066,0.628,126933,0.85,0.0,9,0.0963,-4.899,1,0.845,124.021,4,0.241,0,0,0,0,1,4xrrec9bdpJoslxlICRK5i,You Were Never a Threat
614,0.000168,0.5670000000000001,112127,0.71,0.000129,1,0.148,-6.757999999999999,1,0.0381,160.065,4,0.268,0,0,0,0,1,6I69qtijREDJ1kDr1b48dO,Dying Doesn't Sound So Bad
615,0.154,0.7609999999999999,72196,0.7909999999999999,0.0,5,0.324,-5.41,1,0.3339999999999999,140.162,4,0.3779999999999999,0,0,0,0,1,7LORk55ugdDmLatmucbpXM,Welcome to Hell Pussy
620,0.215,0.7240000000000001,173846,0.985,4e-05,7,0.1159999999999999,-1.79,0,0.24,155.952,4,0.6,0,0,0,0,1,7MbdiKZClwSDglZXRH8xik,Bladed Choppa
621,0.184,0.7390000000000001,157000,0.6729999999999999,0.0,8,0.157,-7.787999999999999,1,0.0694,116.003,4,0.156,0,0,0,0,1,2lzMUaDuEi2WsbxoDuw9qv,Loser 00
623,0.0573,0.7290000000000001,240213,0.799,4.18e-06,11,0.289,-6.136,0,0.111,144.025,4,0.439,0,1,1,1,1,4d8BSdhx6WT5GtTOWpv4rh,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1]
624,0.0966,0.542,102587,0.908,0.0,1,0.134,-2.857,1,0.0575,156.096,4,0.509,0,0,0,0,1,0T6wsLOq4GmZL4HtOseM4k,SHINNERS13
625,0.000194,0.609,160427,0.804,0.0,11,0.302,-7.027,1,0.139,159.967,4,0.414,0,0,0,0,1,6VCq9JcEi9EbEKl8XIdCgk,Arson
628,0.0636,0.52,198898,0.5579999999999999,2.79e-06,10,0.0737,-11.383,0,0.254,142.904,4,0.247,0,0,0,0,1,2x3D4A5gI3PJEvhTtb4Hlr,Stressed
629,0.00908,0.8640000000000001,124033,0.7290000000000001,0.0,2,0.105,-4.621,1,0.275,203.982,4,0.285,0,1,1,1,1,6OkOtIWntqERMEJrCCpN9d,Case 19 (feat. 6ix9ine)
631,0.00158,0.536,131840,0.684,0.0,10,0.7609999999999999,-4.955,0,0.107,153.218,4,0.402,0,0,0,0,1,0YqkM9ZTBnloLO6br6NE6c,Want Em Dead
632,0.0138,0.883,192347,0.507,0.0,1,0.0963,-4.919,1,0.332,141.94299999999998,4,0.168,0,1,1,1,1,5dv1VQpsAbUv8xf8MrhoqA,"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)"
633,0.00907,0.833,161558,0.203,5.91e-06,10,0.124,-12.456,0,0.211,200.046,4,0.04,0,0,0,0,1,2bkKnaLTMCghmjlcPBoYWd,Musty
634,0.00153,0.674,126176,0.452,0.0,1,0.263,-8.782,1,0.159,155.935,4,0.0968,0,0,0,0,1,3XUPamXY01FS0wga8zapK3,Come Outside
636,0.00705,0.495,208231,0.912,0.0,2,0.1989999999999999,-2.511,1,0.178,150.00799999999998,4,0.295,0,0,0,0,1,3rUQeV1Iv3Gv7qjckhaxMQ,REBELLION
638,0.0457,0.457,118417,0.995,0.9,7,0.397,-3.109,1,0.838,150.056,4,0.122,0,0,0,0,1,3gGcLVDA1ErAM4dwo940TV,Dangerous
639,0.0355,0.7509999999999999,178338,0.638,1.22e-06,1,0.121,-11.119000000000002,1,0.53,139.888,4,0.222,0,0,0,0,1,29tnYVVuDm65lUwysGy6T5,Pearl Harbor
642,0.00122,0.6759999999999999,63746,0.843,0.0,7,0.12,-6.365,1,0.0773,160.017,4,0.0373,0,0,0,0,1,0TF7xO08iRaAGNQrt8Mtlm,???????
643,0.374,0.5720000000000001,99041,0.7709999999999999,6.41e-06,10,0.135,-8.945,1,0.375,156.96200000000002,4,0.0373,0,1,1,1,1,0IFK5fF5Q44rlJ6K1zejIi,Fell in Love
644,0.0514,0.773,309995,0.628,0.0,7,0.0982,-5.845,1,0.0592,120.023,4,0.391,0,0,0,0,1,7uwHLatrRIbCZE4EqKd7uC,DiscoveryChannel
645,0.00764,0.768,150805,0.904,0.0735,7,0.401,-2.211,1,0.4029999999999999,190.022,4,0.316,0,0,0,0,1,6CLJfHPNbZVZgUReSHY4VH,HOLD UR TONGUE
647,0.00702,0.768,165041,0.591,0.0,2,0.2289999999999999,-7.591,1,0.239,139.997,4,0.381,1,0,0,0,1,6GoBXgFNeY5nfQUeSYo3JQ,No Witnesses
654,0.00728,0.617,156000,0.515,0.000164,8,0.119,-8.362,1,0.0618,160.034,4,0.226,0,0,0,0,1,7mm3KKYtS1NPCKEogbSYuM,Try My Best
658,0.0269,0.5579999999999999,192034,0.733,0.0,5,0.124,-3.928,0,0.031,220.112,4,0.113,0,0,0,0,1,7FTZkhS4cJKA6gEZsVtFJe,Demons
659,0.313,0.581,192938,0.753,0.00929,9,0.3339999999999999,-5.351,1,0.04,140.095,4,0.0832,0,0,0,0,1,6r0gmryTE5g4MZjJMgHSSX,Pick Me Up
660,0.1119999999999999,0.496,205404,0.7509999999999999,0.0,6,0.321,-5.601,0,0.0493,135.07299999999998,4,0.254,0,0,0,0,1,0UWOJzvTSCOnxl5dMqkGxX,Detox
661,0.256,0.289,290755,0.639,0.0,4,0.122,-6.384,0,0.109,158.372,4,0.155,0,0,0,0,1,5lJyiQRCLoelfbPBVawHNk,Butane & Heroin
671,0.1369999999999999,0.5920000000000001,123509,0.654,0.0,5,0.109,-11.155,0,0.0525,170.97400000000002,4,0.192,0,0,0,0,1,7aR3nl0ZSGWp3zo0wUjS5S,2029
674,0.0289999999999999,0.604,142785,0.662,4.970000000000001e-05,8,0.1159999999999999,-6.955,0,0.04,161.983,4,0.474,0,0,0,0,1,5ZkvJHt0E0jCsKWVNhTRAC,Trust
678,0.387,0.618,210732,0.682,1.73e-05,7,0.113,-6.04,0,0.089,164.02200000000002,4,0.135,0,0,0,0,1,2jNtfqfSIcDwoDGumkrXDI,Save My Life
680,0.0456,0.529,206367,0.953,0.0,4,0.688,-2.625,0,0.445,130.099,4,0.148,1,0,0,0,1,1Crliz3Hp5dapnKC289Jme,No Control
685,0.0782,0.632,185455,0.665,1.04e-06,6,0.108,-9.957,1,0.231,176.01,4,0.1989999999999999,0,0,0,0,1,4F0egTCsJsv1xc89xycOAB,Hollow
691,0.153,0.615,187089,0.568,0.0,8,0.1,-8.014,1,0.261,168.912,4,0.138,0,0,0,0,1,35iD43LQjDTo97sqG3ERfZ,Devil Side
694,0.3779999999999999,0.484,132441,0.932,2.12e-06,1,0.0728,-4.31,1,0.355,219.028,4,0.483,0,0,0,0,1,2QScAtzKKnGzV57PXQItQA,Killing Spree
695,0.5720000000000001,0.246,183207,0.8029999999999999,0.0,10,0.319,-7.432,1,0.132,163.82399999999998,4,0.181,0,0,0,0,1,1KJOjU8feVsGYnCCtbR7xT,Funeral Service
702,0.00521,0.852,127615,0.6629999999999999,2.39e-05,7,0.384,-9.203,1,0.157,125.032,4,0.192,0,0,0,0,1,7CCAWDEVRMY5grDfjGXrOC,IMA Murk Your Sister
705,0.0066599999999999,0.7509999999999999,108389,0.41,1.78e-06,8,0.153,-6.805,1,0.351,160.035,4,0.1669999999999999,0,0,0,0,1,019dIDQYcyd1YDxw625vDR,Jus' Breathe
706,0.0223,0.698,121330,0.728,0.0,0,0.0769,-8.132,1,0.599,164.891,4,0.3329999999999999,0,0,0,0,1,46OhzotdmKreembXIvX0NS,Xoxo
711,0.201,0.447,157714,0.823,0.0,5,0.163,-4.666,1,0.0433,135.01,4,0.411,0,0,0,0,1,7qaDrI1u8chhvYkJ6f29Ct,Baby Do You Hate Me
715,0.176,0.807,151440,0.525,3.15e-05,1,0.1009999999999999,-7.735,0,0.0408,210.012,4,0.119,0,0,0,0,1,5t2bXNmpMlU4pzVBB1H209,Suburban Trapstar
716,0.0111,0.715,192026,0.5489999999999999,0.0108,1,0.146,-10.225,1,0.0523,115.983,4,0.0804,0,0,0,0,1,1btHCGleerW3pdYNSj14gF,Fuk Do U Want
721,0.0978,0.396,217067,0.7170000000000001,0.0,10,0.12,-6.791,0,0.0747,124.658,4,0.256,0,0,0,0,1,6hNWXzqn4hR7ZxxWpKj1VN,Girls on Mars
722,6.159999999999999e-05,0.26,153255,0.965,0.0634,10,0.247,-3.52,0,0.351,170.082,4,0.3379999999999999,0,0,0,0,1,40xGcAqWINdYOxuOHJTayU,Guerrilla-Warfare
726,0.185,0.7040000000000001,118667,0.5720000000000001,0.0,3,0.124,-7.107,0,0.038,180.02599999999998,4,0.17,0,0,0,0,1,4VE02IlNVRSXPk3p9B4Nxz,crash my whip
729,0.0245,0.3779999999999999,181495,0.631,0.0,8,0.0911,-7.776,1,0.1369999999999999,204.128,3,0.1689999999999999,0,0,0,0,1,6zmOajFryeNTB86l8pY7io,that's alright
732,0.25,0.6609999999999999,132750,0.768,0.0,6,0.103,-5.645,0,0.0486,160.007,4,0.336,0,0,0,0,1,332oQOS0tMDwnnOHB1mT7k,Miss Me
739,0.258,0.718,181734,0.6759999999999999,0.035,5,0.0743,-8.369,1,0.0611,175.91400000000002,4,0.151,0,0,0,0,1,175DPQiTtnoCBSUC1y0G2g,Asthma
747,0.0007099999999999,0.603,133851,0.7190000000000001,0.0,9,0.149,-5.922999999999999,1,0.0662,187.302,4,0.063,0,0,0,0,1,0JUP3xIQV5w2WfHn7Wyc0J,Safe Star
749,0.0844,0.441,165702,0.5329999999999999,3.6e-05,9,0.1119999999999999,-7.824,1,0.0434,130.181,4,0.06,0,0,0,0,1,0KnKDeBibHPoqL9lt3rxgK,Boozo
750,0.0119,0.618,106469,0.965,0.0,1,0.507,-2.1630000000000003,1,0.321,150.036,4,0.39,0,0,0,0,1,0ynZqx8Wv8K6d1vXFYb1E9,Mortis Kombat
751,0.0294,0.8590000000000001,150000,0.8440000000000001,0.0,1,0.123,-3.934,1,0.273,128.088,4,0.534,0,0,0,0,1,0QlOvrH2p99afIjuAoZfQe,NITROUS
754,0.231,0.7390000000000001,110002,0.738,0.0,8,0.11,-8.842,0,0.363,158.289,4,0.233,0,0,0,0,1,3jim1uL1GUDYDZC8iHrxSv,Myself
757,0.0902,0.51,179461,0.7120000000000001,0.0,9,0.0956,-9.417,0,0.369,201.98,4,0.0366,0,0,0,0,1,2OwkImdhcGcoUFvzeievYf,Burnt Diary
758,0.103,0.818,99204,0.867,0.00965,4,0.201,-2.067,0,0.155,155.07,4,0.213,0,0,0,0,1,5MeTDU1W7icsRqU1ENIN7q,Chopstixxx
759,0.0249,0.619,118240,0.948,0.0001,8,0.855,-3.1860000000000004,1,0.409,130.005,4,0.143,0,0,0,0,1,0LrV8P0AFXA3AfMngj8xbY,Rise from the Ashes
763,0.0086,0.759,156513,0.471,0.0021899999999999,6,0.0997,-9.511,0,0.0956,162.014,4,0.135,0,0,0,0,1,5KadqRVPqFphu3mZ7QFrrS,Waterguns
769,0.222,0.698,160040,0.71,0.000669,8,0.109,-9.279,1,0.0575,204.094,4,0.2269999999999999,0,0,0,0,1,1uu9DbbAl8EtFtgax5lYkg,Cigarettes
773,0.108,0.648,153652,0.8340000000000001,0.0,8,0.1169999999999999,-3.908,0,0.15,150.344,3,0.437,0,0,0,0,1,0scSfgjpQMdFhCOCW662A8,Water $uicide
774,0.00375,0.915,145161,0.6679999999999999,0.00241,1,0.253,-2.52,1,0.04,124.053,4,0.0387,0,0,0,0,1,5mrOnabhXnvCf5vFF7NJhG,Joan of Arc
778,0.114,0.653,204000,0.78,3.23e-06,5,0.1169999999999999,-7.252999999999999,0,0.0663,179.928,4,0.26,0,0,0,0,1,2Y4ol1FiPdSPMwaEMJgXMN,hammer
780,0.0036899999999999,0.608,108481,0.632,0.0,8,0.111,-6.87,1,0.141,160.189,4,0.166,0,0,0,0,1,43T1kxf0EeAVWTQCFL3tLv,Murdock
781,0.0616,0.7,144091,0.526,0.0,9,0.121,-9.767,0,0.0508,199.842,4,0.2769999999999999,0,0,0,0,1,6SvoXjxa0JMiiGtpOuOMw9,Drop Dead
784,0.00785,0.768,141557,0.537,0.00367,1,0.114,-10.79,1,0.0816,166.98,4,0.27,1,0,0,0,1,79CRIJjREtUBAdOXzIZNQP,No Flippies
785,0.073,0.534,117809,0.964,3.570000000000001e-05,7,0.346,-4.513999999999999,1,0.508,190.046,4,0.562,0,0,0,0,1,7aIfttSlLq3PMQDJqZ3KfN,Fuck ALL the Pain
791,0.00176,0.42,207097,0.605,0.000433,2,0.1,-5.896,0,0.0338,122.369,4,0.0762,0,0,0,0,1,1DlPK0TCjBup0FaUz2Mxp9,Sleep Paralysis
793,0.26,0.68,219867,0.542,0.0,9,0.1119999999999999,-8.847999999999999,0,0.0974,148.942,4,0.2739999999999999,0,0,0,0,1,1JmEymqQwLXvCg3sJ7gz0n,Perfect
794,0.119,0.469,137240,0.7859999999999999,0.00859,5,0.121,-5.1610000000000005,0,0.0612,139.92700000000002,4,0.263,0,0,0,0,1,05mdnmrjimCkk6geWvhY9G,BEACHBOY!
795,0.21,0.5489999999999999,169506,0.731,0.000318,8,0.0817,-6.464,0,0.106,161.083,4,0.256,0,0,0,0,1,29lBnEYOz0rJKHvUnAKYaf,Jarhead
796,0.0605,0.7929999999999999,182927,0.392,0.000958,7,0.0681,-9.133,1,0.37,163.92700000000002,4,0.297,0,0,0,0,1,2C722TdzWRJNZGj0fOwShb,A W O L
798,0.000465,0.355,173648,0.6859999999999999,0.0455,9,0.542,-4.256,0,0.0345,122.75,4,0.172,0,0,0,0,1,1fEhzjjgdwrxZZDVh6Tlut,CRYING(INTHERAIN)
799,0.0835,0.6609999999999999,175503,0.573,0.0,8,0.107,-8.407,0,0.0425,164.06400000000002,4,0.347,0,0,0,0,1,5ZrCpClsWxvSjuuwXELMea,Bittersweet
800,0.147,0.574,200000,0.557,4.39e-05,0,0.0926,-8.914,0,0.344,157.69899999999998,4,0.183,0,0,0,0,1,0Xjo8RQPZKp2pxxpKHTuTl,See Things
801,0.018,0.677,159060,0.7240000000000001,0.0061,6,0.114,-4.696000000000001,0,0.0381,159.95600000000002,4,0.451,0,0,0,0,1,4qtWgCbJSs1J9hW5yn5gkJ,Hot Air Balloon
806,0.382,0.693,151273,0.7879999999999999,0.0,8,0.103,-6.178999999999999,0,0.119,164.998,4,0.303,0,0,0,0,1,7IR8mo0wnjiLwjDkjA5f21,Gone
807,0.115,0.738,150448,0.85,5.04e-06,8,0.248,-7.181,1,0.0575,133.967,4,0.0381,0,0,0,0,1,6ksLJFEz9MDwQtC75SVgAo,Make You Cry
815,0.0737,0.6709999999999999,153779,0.417,0.0,0,0.106,-7.87,1,0.102,150.026,4,0.113,0,0,0,0,1,6Pf82iIvS3Vm5JzFhKIVo7,Lost
817,0.0076799999999999,0.752,101937,0.758,0.00221,9,0.0942,-7.004,1,0.0695,142.033,4,0.292,0,0,0,0,1,3a1yRFOnvVrCybWMGThMmA,Don't Blink
820,0.0558,0.742,183876,0.667,0.0,2,0.337,-5.809,1,0.0675,140.785,4,0.252,0,0,0,0,1,5bEWJmqNpTwwW9fQpus2db,Hate Me
824,5.610000000000001e-05,0.41,149333,0.8759999999999999,0.0135,6,0.144,-5.103,0,0.0367,180.013,4,0.151,0,0,0,0,1,4dYiOhYuB74Rb2S2Vgnav7,vacanter
827,0.00999,0.5710000000000001,234545,0.733,0.0,2,0.0816,-6.367999999999999,1,0.0806,176.054,4,0.0393,0,0,0,0,1,5m9ZWVitO85svZIU0HmwFi,Sucks Without U
829,0.00596,0.675,133494,0.92,0.0184,8,0.8079999999999999,-6.142,1,0.41,154.939,4,0.1119999999999999,0,0,0,0,1,7tZQ7KKB0514q8IGgTcf2u,Cyanide
831,0.0368,0.6970000000000001,190302,0.618,0.0,6,0.085,-8.468,0,0.102,161.964,4,0.247,0,0,0,0,1,3XVT8VNy0vpvTbFPQaBSZN,Through the Motions
